id,month,day,dep_delay,sched_arr_hour,sched_arr_minute,sched_dep_hour,sched_dep_minute,temp,dewp,humid,wind_dir,wind_speed,precip,visib,arr_status
87,12,Sat,-7,15,6,13,15,41,24.08,50.63,330,14.96014,0,10,Delay
88,12,Sat,2,16,54,14,59,41,21.02,44.51,330,16.11092,0,10,Not Delay
89,12,Sat,9,17,41,15,40,39.02,21.02,48.07,300,11.5078,0,10,Not Delay
90,12,Sat,0,18,56,17,0,35.96,21.02,54.21,290,10.35702,0,10,Not Delay
91,12,Sat,-7,20,33,18,29,35.96,21.02,54.21,290,8.05546,0,10,Not Delay
92,12,Sat,-4,22,51,20,59,33.98,17.96,51.47,300,9.20624,0,10,Delay
93,12,Sun,185,23,3,21,11,30.2,28.4,92.92,20,8.05546,0,2.5,Delay
94,12,Sun,-5,8,18,6,15,28.04,15.08,57.79,10,9.20624,0,10,Not Delay
95,12,Sun,-1,8,35,6,30,28.04,15.08,57.79,10,9.20624,0,10,Not Delay
96,12,Sun,-4,10,21,8,20,30.02,15.08,53.29,20,6.90468,0,10,Delay
97,12,Sun,-1,11,49,9,37,30.92,15.98,53.44,10,6.90468,0,10,Delay
98,12,Sun,-7,12,22,10,25,32,17.06,53.6,20,10.35702,0,10,Not Delay
99,12,Sun,0,14,11,12,10,33.08,17.06,51.33,30,6.90468,0,10,Not Delay
100,12,Sun,-8,15,6,13,15,33.08,17.06,51.33,10,6.90468,0,10,Not Delay
101,12,Sun,-6,16,54,14,59,33.08,17.06,51.33,0,0,0,10,Not Delay
102,12,Sun,4,17,1,15,0,33.08,17.96,53.36,30,4.60312,0,10,Delay
103,12,Sun,-3,19,28,17,30,30.2,26.96,92.86,30,9.20624,0.02,1,Delay
104,12,Sun,-2,20,33,18,29,28.94,26.96,92.86,20,9.20624,0.02,4,Delay
105,12,Sun,102,21,6,19,5,28.94,26.6,92.86,30,11.5078,0,6,Delay
106,12,Mon,-3,6,51,5,0,33.98,33.8,100,40,14.96014,0.07,3,Delay
107,12,Mon,-3,8,20,6,10,33.8,32,95.75,360,13.80936,0.05,3,Not Delay
108,12,Mon,-1,8,18,6,15,33.8,32,95.75,360,13.80936,0.05,3,Delay
109,12,Mon,98,8,35,6,30,33.8,32,95.75,360,13.80936,0.05,3,Delay
110,12,Mon,0,10,21,8,20,33.8,32,95.75,20,11.5078,0.03,3,Delay
111,12,Mon,-2,12,22,10,25,33.98,33.98,100,360,13.80936,0,2,Delay
112,12,Mon,131,11,54,9,42,33.98,33.08,96.46,20,12.65858,0,3,Delay
113,12,Mon,-3,15,6,13,15,37.4,35.6,93.14,300,9.20624,0,1,Not Delay
114,12,Mon,25,17,0,14,59,37.4,37.04,100,280,11.5078,0,1,Delay
115,12,Mon,161,16,54,14,59,37.4,37.04,100,280,11.5078,0,1,Delay
116,12,Mon,40,18,56,17,0,37.94,35.96,92.49,250,8.05546,0,10,Delay
117,12,Mon,106,21,6,19,5,37.4,35.6,93.14,250,10.35702,0,9,Delay
118,12,Mon,27,23,3,21,11,35.96,33.98,93.08,260,11.5078,0,9,Delay
119,12,Tue,-3,6,51,5,0,33.98,32,92.36,240,5.7539,0,10,Delay
120,12,Tue,-2,8,20,6,10,33.98,30.92,88.42,270,8.05546,0,8,Not Delay
121,12,Tue,-2,8,18,6,15,33.98,30.92,88.42,270,8.05546,0,8,Delay
122,12,Tue,110,8,35,6,30,33.98,30.92,88.42,270,8.05546,0,8,Delay
123,12,Tue,8,10,21,8,20,33.08,32,95.75,200,4.60312,0.12,0.5,Delay
124,12,Tue,2,11,54,9,42,33.08,32,95.75,230,6.90468,0.07,0.5,Delay
125,12,Tue,-1,12,22,10,25,33.8,33.8,100,230,5.7539,0.04,1.5,Delay
126,12,Wed,-1,6,51,5,0,24.08,14,64.95,240,11.5078,0,10,Not Delay
127,12,Wed,1,8,20,6,10,23,14,67.96,220,8.05546,0,10,Not Delay
128,12,Wed,-1,8,18,6,15,23,14,67.96,220,8.05546,0,10,Delay
129,12,Wed,-4,8,35,6,30,23,14,67.96,220,8.05546,0,10,Delay
130,12,Wed,0,10,21,8,20,26.06,15.08,62.7,220,11.5078,0,10,Delay
131,12,Wed,-1,11,54,9,42,28.94,15.08,55.69,250,14.96014,0,10,Delay
132,12,Wed,-1,12,22,10,25,30.02,15.98,55.42,260,12.65858,0,10,Delay
133,12,Wed,8,15,6,13,15,32,15.98,51.15,220,12.65858,0,10,Delay
134,12,Wed,-2,16,54,14,59,32,17.06,53.6,240,16.11092,0,10,Not Delay
135,12,Wed,-1,17,1,15,0,30.92,17.06,55.99,220,11.5078,0,10,Delay
136,12,Wed,-4,19,28,17,30,30.02,17.96,60.38,220,11.5078,0,10,Not Delay
137,12,Wed,-4,20,33,18,29,30.02,17.96,60.38,230,12.65858,0,10,Delay
138,12,Wed,0,21,6,19,5,28.94,17.06,60.69,240,12.65858,0,10,Delay
139,12,Wed,-4,23,3,21,11,30.02,15.98,55.42,250,11.5078,0,10,Delay
140,12,Thu,-6,6,51,5,0,23,10.04,57.03,320,12.65858,0,10,Not Delay
141,12,Thu,-11,8,20,6,10,23,6.08,47.7,300,14.96014,0,10,Delay
142,12,Thu,-6,8,18,6,15,23,6.08,47.7,300,14.96014,0,10,Not Delay
143,12,Thu,-6,8,35,6,30,23,6.08,47.7,300,14.96014,0,10,Not Delay
144,12,Thu,-5,10,21,8,20,23,5,45.41,310,12.65858,0,10,Not Delay
145,12,Thu,-4,11,54,9,42,24.08,6.08,45.59,320,18.41248,0,10,Delay
146,12,Thu,4,12,22,10,25,24.98,6.08,43.91,310,14.96014,0,10,Delay
147,12,Thu,-2,15,6,13,15,26.96,6.98,42.14,270,8.05546,0,10,Not Delay
148,12,Thu,-1,16,54,14,59,26.96,6.98,42.14,270,11.5078,0,10,Delay
149,12,Thu,-1,17,0,15,0,26.06,6.98,43.74,230,8.05546,0,10,Not Delay
150,12,Thu,-6,19,28,17,30,24.08,6.98,47.49,230,10.35702,0,10,Not Delay
151,12,Thu,-8,20,33,18,29,24.08,6.98,47.49,240,11.5078,0,10,Not Delay
152,12,Thu,12,21,6,19,5,23,6.98,49.69,240,14.96014,0,10,Delay
153,12,Thu,27,23,3,21,11,21.92,6.98,52.01,230,10.35702,0,10,Delay
154,12,Fri,-5,6,51,5,0,21.92,8.06,54.61,240,10.35702,0,10,Not Delay
155,12,Fri,-8,8,20,6,10,23,8.96,54.34,240,11.5078,0,10,Not Delay
156,12,Fri,-7,8,18,6,15,23,8.96,54.34,240,11.5078,0,10,Not Delay
157,12,Fri,-9,8,35,6,30,23,8.96,54.34,240,11.5078,0,10,Not Delay
158,12,Fri,-6,10,21,8,20,24.98,10.94,54.65,230,10.35702,0,10,Not Delay
159,12,Fri,-7,11,54,9,42,26.96,10.94,50.34,240,11.5078,0,10,Not Delay
160,12,Fri,-4,12,22,10,25,28.94,10.94,46.41,260,17.2617,0,10,Not Delay
161,12,Fri,0,15,6,13,15,35.06,15.98,45.26,260,14.96014,0,10,Not Delay
162,12,Fri,-7,17,0,14,59,35.06,15.98,45.26,260,18.41248,0,10,Not Delay
163,12,Fri,-6,16,54,14,59,35.06,15.98,45.26,260,18.41248,0,10,Not Delay
164,12,Fri,-4,19,28,17,30,32,15.98,51.15,240,8.05546,0,10,Not Delay
165,12,Fri,-2,20,33,18,29,30.92,17.06,55.99,230,5.7539,0,10,Delay
166,12,Fri,-1,21,6,19,5,32,15.98,51.15,250,5.7539,0,10,Not Delay
167,12,Fri,12,23,3,21,11,32,15.98,51.15,250,4.60312,0,10,Delay
168,12,Sat,-7,8,35,6,30,24.98,17.96,74.29,20,13.80936,0,10,Not Delay
169,12,Sat,65,8,18,6,15,24.98,17.96,74.29,20,13.80936,0,10,Delay
170,12,Sat,2,10,21,8,20,26.06,21.92,85.96,40,11.5078,0,5,Delay
171,12,Sat,-6,11,49,9,37,26.6,21.92,87.96,30,11.5078,0.01,1.5,Delay
172,12,Sat,2,12,22,10,25,24.98,21.92,87.96,20,10.35702,0,5,Delay
173,12,Sat,-3,14,25,12,24,24.98,21.92,87.96,30,12.65858,0,1.5,Delay
174,12,Sat,-4,15,6,13,15,26.06,23,88.01,50,12.65858,0.02,1,Delay
175,12,Sat,-3,16,54,14,59,24.98,23,92.05,50,13.80936,0.03,0.5,Delay
176,12,Sat,9,18,56,17,0,21.02,19.04,91.91,20,17.2617,0.02,0.75,Delay
177,12,Sat,-10,20,33,18,29,19.94,19.04,96.23,20,17.2617,0.02,0.5,Delay
178,12,Sun,-7,8,18,6,15,32,30.2,100,340,10.35702,0,10,Not Delay
179,12,Sun,-4,8,35,6,30,32,30.2,100,340,10.35702,0,10,Delay
180,12,Sun,-2,10,21,8,20,32,28.04,85.12,270,9.20624,0,10,Delay
181,12,Sun,-4,12,22,10,25,33.98,30.02,86.39,270,13.80936,0,10,Not Delay
182,12,Sun,4,15,6,13,15,39.02,30.92,74.98,270,16.11092,0,10,Delay
183,12,Sun,132,14,11,12,10,37.94,30.92,75.58,270,13.80936,0,10,Delay
184,12,Sun,-2,17,0,14,59,37.94,30.02,72.87,260,12.65858,0,10,Not Delay
185,12,Sun,-2,16,54,14,59,37.94,30.02,72.87,260,12.65858,0,10,Not Delay
186,12,Sun,-3,19,28,17,30,37.04,28.04,69.63,270,6.90468,0,10,Not Delay
187,12,Sun,-7,20,33,18,29,37.04,24.98,61.35,270,10.35702,0,10,Not Delay
188,12,Sun,-6,21,6,19,5,35.96,24.08,61.67,250,9.20624,0,10,Not Delay
189,12,Sun,29,23,3,21,11,32,19.94,60.66,240,11.5078,0,10,Delay
190,12,Mon,-2,6,51,5,0,26.96,12.02,52.81,270,19.56326,0,10,Not Delay
191,12,Mon,-4,8,20,6,10,26.06,10.94,52.25,260,16.11092,0,10,Delay
192,12,Mon,-5,8,18,6,15,26.06,10.94,52.25,260,16.11092,0,10,Not Delay
193,12,Mon,-2,8,35,6,30,26.06,10.94,52.25,260,16.11092,0,10,Not Delay
194,12,Mon,-7,10,21,8,20,24.98,10.94,54.65,270,14.96014,0,10,Not Delay
195,12,Mon,-1,11,54,9,42,24.08,10.94,56.74,290,14.96014,0,10,Not Delay
196,12,Mon,-2,12,22,10,25,26.96,12.02,52.81,290,12.65858,0,10,Not Delay
197,12,Mon,-3,15,6,13,15,30.02,10.94,44.41,300,13.80936,0,10,Not Delay
198,12,Mon,-5,16,54,14,59,30.02,10.04,42.66,280,13.80936,0,10,Not Delay
199,12,Mon,53,17,0,14,59,30.02,10.04,42.66,280,13.80936,0,10,Delay
200,12,Mon,-4,18,56,17,0,28.04,8.06,42.32,260,8.05546,0,10,Not Delay
201,12,Mon,52,21,6,19,5,24.98,8.96,50.02,270,6.90468,0,10,Delay
202,12,Mon,-1,23,3,21,11,24.08,8.96,51.93,290,6.90468,0,10,Not Delay
203,12,Tue,-1,6,51,5,0,26.6,15.98,68.2,230,4.60312,0,5,Not Delay
204,12,Tue,-1,8,20,6,10,24.98,21.02,84.67,80,6.90468,0.01,2,Delay
205,12,Tue,5,8,35,6,30,24.98,21.02,84.67,80,6.90468,0.01,2,Delay
206,12,Tue,91,8,18,6,15,24.98,21.02,84.67,80,6.90468,0.01,2,Delay
207,12,Tue,-3,10,21,8,20,26.96,21.92,81.03,70,10.35702,0,5,Delay
208,12,Tue,2,11,54,9,42,28.04,24.08,84.87,60,6.90468,0,3,Delay
209,12,Tue,4,12,22,10,25,28.94,24.98,86.18,60,9.20624,0,3,Delay
210,12,Tue,-6,15,6,13,15,30.2,28.4,92.92,20,9.20624,0.03,1.5,Delay
211,12,Tue,-2,16,54,14,59,30.2,28.4,92.92,360,11.5078,0.01,1.5,Delay
212,12,Tue,98,18,56,17,0,26.96,23,86.07,10,16.11092,0,10,Delay
213,12,Tue,114,21,6,19,5,24.8,19.94,83.96,350,11.5078,0,10,Delay
214,12,Tue,50,23,3,21,11,23,19.04,84.54,10,11.5078,0,10,Delay
215,12,Wed,0,6,51,5,0,24.08,17.96,77.14,290,5.7539,0,10,Not Delay
216,12,Wed,-1,8,20,6,10,24.08,17.96,77.14,270,8.05546,0,10,Not Delay
217,12,Wed,4,8,18,6,15,24.08,17.96,77.14,270,8.05546,0,10,Delay
218,12,Wed,0,8,35,6,30,24.08,17.96,77.14,270,8.05546,0,10,Delay
219,12,Wed,0,10,21,8,20,24.98,19.04,77.82,250,5.7539,0,10,Delay
220,12,Wed,7,11,54,9,42,28.04,21.02,74.61,270,5.7539,0,9,Not Delay
221,12,Wed,-4,12,22,10,25,32,21.92,65.97,270,10.35702,0,9,Not Delay
222,12,Wed,1,15,6,13,15,37.04,21.02,51.95,280,13.80936,0,10,Not Delay
223,12,Wed,-5,16,54,14,59,37.04,19.94,49.62,290,14.96014,0,10,Not Delay
224,12,Wed,18,17,1,15,0,35.06,19.94,53.66,270,13.80936,0,10,Delay
225,12,Wed,-5,19,28,17,30,33.98,19.94,56.02,240,8.05546,0,10,Not Delay
226,12,Wed,-7,20,33,18,29,30.02,19.94,65.72,220,5.7539,0,10,Not Delay
227,12,Wed,29,23,3,21,11,30.02,19.04,63.24,230,9.20624,0,10,Delay
228,12,Thu,-10,6,51,5,0,26.06,19.04,74.41,220,3.45234,0,9,Not Delay
229,12,Thu,-2,8,18,6,15,26.96,19.94,74.5,0,0,0,9,Not Delay
230,12,Thu,11,8,35,6,30,26.96,19.94,74.5,0,0,0,9,Not Delay
231,12,Thu,-8,10,21,8,20,28.94,21.92,74.7,230,3.45234,0,9,Delay
232,12,Thu,8,12,2,9,45,33.08,24.08,69.17,210,5.7539,0,9,Not Delay
233,12,Thu,1,12,22,10,25,35.06,24.98,66.36,220,9.20624,0,9,Not Delay
234,12,Thu,4,14,16,12,15,39.02,24.98,56.77,210,11.5078,0,10,Not Delay
235,12,Thu,-4,15,6,13,15,42.08,24.98,50.42,230,10.35702,0,10,Not Delay
236,12,Thu,-6,16,54,14,59,42.08,24.98,50.42,220,6.90468,0,10,Not Delay
237,12,Thu,-2,17,0,14,59,42.08,24.98,50.42,220,6.90468,0,10,Delay
238,12,Thu,-3,19,28,17,30,39.92,28.94,64.54,220,5.7539,0,10,Not Delay
239,12,Thu,-2,20,33,18,29,39.92,28.94,64.54,220,4.60312,0,10,Not Delay
240,12,Thu,3,21,44,19,38,42.08,28.94,59.36,230,6.90468,0,10,Not Delay
241,12,Thu,34,23,11,21,14,39.92,28.94,64.54,210,3.45234,0,10,Delay
242,12,Fri,2,6,51,5,0,39.02,30.92,72.46,0,0,0,10,Not Delay
243,12,Fri,-1,8,18,6,15,33.08,28.94,84.56,260,3.45234,0,10,Not Delay
244,12,Fri,9,8,35,6,30,33.08,28.94,84.56,260,3.45234,0,10,Not Delay
245,12,Fri,0,10,21,8,20,39.92,32,73.08,150,3.45234,0,10,Not Delay
246,12,Fri,-3,12,22,10,25,41,30.92,67.09,230,9.20624,0,10,Not Delay
247,12,Fri,44,12,2,9,45,41,32,70.08,0,0,0,10,Delay
248,12,Fri,51,14,16,12,15,46.04,30.92,55.32,220,10.35702,0,10,Delay
249,12,Fri,-3,15,6,13,15,48.92,30.92,49.64,230,10.35702,0,10,Not Delay
250,12,Fri,3,16,54,14,59,50,32,49.81,250,6.90468,0,10,Not Delay
251,12,Fri,80,17,0,14,59,50,32,49.81,250,6.90468,0,10,Delay
252,12,Fri,-3,19,28,17,30,48.02,32,53.63,220,8.05546,0,10,Not Delay
253,12,Fri,24,20,33,18,29,44.96,33.08,62.87,200,8.05546,0,10,Delay
254,12,Fri,88,21,44,19,38,46.94,33.98,60.47,220,10.35702,0,10,Delay
255,12,Fri,46,23,12,21,12,44.96,35.06,68.05,220,8.05546,0,10,Delay
256,12,Fri,79,23,11,21,14,44.96,35.06,68.05,220,8.05546,0,10,Delay
257,12,Sat,-3,6,51,5,0,44.96,42.08,89.56,260,3.45234,0,10,Not Delay
258,12,Sat,14,8,18,6,15,42.98,41,92.65,210,5.7539,0,10,Not Delay
259,12,Sat,3,8,35,6,30,42.98,41,92.65,210,5.7539,0,10,Not Delay
260,12,Sat,-1,10,21,8,20,50,46.94,89.17,230,8.05546,0,10,Not Delay
261,12,Sat,-5,12,17,10,0,53.96,48.02,80.25,230,10.35702,0,10,Not Delay
262,12,Sat,23,12,22,10,25,53.96,48.02,80.25,230,10.35702,0,10,Delay
263,12,Sat,-5,15,6,13,15,62.06,48.92,62.04,230,8.05546,0,10,Not Delay
264,12,Sat,-6,16,56,15,0,62.06,48.92,62.04,270,5.7539,0,10,Not Delay
265,12,Sat,14,19,17,17,19,59,48.92,69.17,150,3.45234,0,10,Not Delay
266,12,Sat,-8,20,33,18,29,57.02,48.92,74.27,0,0,0,10,Not Delay
267,12,Sat,78,21,44,19,38,57.92,51.08,77.92,190,8.05546,0,10,Delay
268,12,Sat,0,23,11,21,14,60.08,53.06,77.59,200,11.5078,0.01,10,Delay
269,12,Sun,-5,6,51,5,0,66.02,60.98,83.79,190,13.80936,0.01,10,Not Delay
270,12,Sun,-2,8,18,6,15,66.02,60.98,83.79,210,17.2617,0,10,Not Delay
271,12,Sun,1,8,35,6,30,66.02,60.98,83.79,210,17.2617,0,10,Not Delay
272,12,Sun,-2,10,21,8,20,69.98,62.06,75.96,220,19.56326,0,10,Not Delay
273,12,Sun,3,12,2,9,45,71.6,62.6,73.27,230,23.0156,0,10,Not Delay
274,12,Sun,-9,12,22,10,25,69.98,60.98,73.11,230,14.96014,0,10,Not Delay
275,12,Sun,9,14,31,12,30,69.98,57.92,65.54,210,12.65858,0,10,Not Delay
276,12,Sun,-9,15,6,13,15,69.08,57.92,67.59,180,11.5078,0,10,Not Delay
277,12,Sun,42,17,0,14,59,68,59,72.92,190,10.35702,0,10,Delay
278,12,Sun,67,16,54,14,59,68,59,72.92,190,10.35702,0,10,Delay
279,12,Sun,22,19,28,17,30,64.94,55.94,72.62,250,14.96014,0,10,Delay
280,12,Sun,67,20,33,18,29,64.94,55.94,72.62,250,9.20624,0,10,Delay
281,12,Sun,44,23,11,21,14,62.96,55.94,77.83,230,13.80936,0,10,Delay
282,12,Sun,173,21,35,19,29,64.04,55.94,74.94,220,13.80936,0,10,Delay
283,12,Mon,-6,6,51,5,0,59,57.2,93.74,240,3.45234,0.03,5,Not Delay
284,12,Mon,1,8,18,6,15,60.08,59,96.22,170,3.45234,0,5,Not Delay
285,12,Mon,3,8,35,6,30,60.08,59,96.22,170,3.45234,0,5,Delay
286,12,Mon,2,10,21,8,20,60.08,59,96.22,160,4.60312,0.04,4,Not Delay
287,12,Mon,27,12,2,9,45,60.8,60.8,100,230,5.7539,0.02,3,Delay
288,12,Mon,-8,12,22,10,25,60.8,59,96.22,190,8.05546,0.01,3,Not Delay
289,12,Mon,-3,15,6,13,15,53.96,51.08,89.95,340,12.65858,0.07,2.5,Delay
290,12,Mon,93,14,16,12,15,59,57.2,96.81,330,14.96014,0.05,2.5,Delay
291,12,Mon,36,16,56,15,0,53.96,51.08,89.95,320,4.60312,0.03,5,Delay
292,12,Mon,83,17,0,14,59,53.6,51.8,93.6,40,8.05546,0.06,6,Delay
293,12,Mon,16,19,28,17,30,53.06,50,89.31,260,4.60312,0,10,Delay
294,12,Mon,8,20,33,18,29,53.06,50,89.31,230,5.7539,0,10,Delay
295,12,Mon,87,23,11,21,14,44.6,35.6,70.48,340,20.71404,0,10,Delay
296,12,Mon,238,21,44,19,38,48.92,44.06,83.23,320,23.0156,0,10,Delay
297,12,Tue,-2,6,51,5,0,35.06,19.04,51.64,330,18.41248,0,10,Not Delay
298,12,Tue,-7,8,18,6,15,33.98,19.04,53.91,340,14.96014,0,10,Not Delay
299,12,Tue,-2,8,35,6,30,33.98,19.04,53.91,340,14.96014,0,10,Not Delay
300,12,Tue,-2,10,21,8,20,33.98,21.02,58.66,340,12.65858,0,10,Delay
